name,avg,x,y
新市,45.14905684649408,113.266654,23.190495
太和,35.651368093995856,113.362219,23.29827
夏茅,50.95849310053918,113.262427,23.230185
永泰,45.98505626437303,113.30932,23.231652
麓景,66.67078472589652,113.285194,23.15005
马务,42.64623118180462,113.264991,23.210391
罗冲围,53.442481579327826,113.232033,23.157927
江夏,50.10910809903881,113.279367,23.210723
江燕路,82.29289471636551,113.285137,23.089567
江南西,87.18652313148311,113.27485,23.100138
江南大道中,67.56781701448065,113.277862,23.108974
客村,76.39371605633862,113.325925,23.101735
景泰,51.909675043700275,113.274995,23.167637
机场路,43.98423490135448,113.267474,23.194187
金碧,79.32267565148307,113.43589,23.120518
嘉禾望岗,63.220440030893144,113.295773,23.243477
京溪,60.23538814105743,113.332571,23.190986
江高镇,41.13141168931991,113.239629,23.280093
龙洞,54.854520891227075,113.384137,23.197043
龙归,29.99711543859737,113.314805,23.28186
黄埔村,63.07952198277781,113.404328,23.100657
洪德,59.67018933257073,113.257233,23.105362
滨江西,67.86848778996472,113.253026,23.108728
东晓路,57.82671430989027,113.302035,23.076152
昌岗,66.71074522428292,113.279586,23.095851
滨江中,70.5331271629368,113.284526,23.117209
宝岗,63.418272024832426,113.2732,23.101034
桂花岗,45.058488934914415,113.269047,23.157347
黄边,61.53198730935729,113.27954,23.231327
金沙洲,44.333470058826514,113.214597,23.162315
黄石,48.58494644378675,113.273512,23.210873
滨江东,89.64251457881211,113.290974,23.114768
赤岗,67.10586404678163,113.331504,23.099814
东晓南,74.02875741905137,113.302035,23.076152
工业大道中,77.38324559499738,113.277196,23.081181
广州大道南,81.06638451195948,113.316406,23.085262
工业大道南,55.597208444209755,113.2905,23.073375
工业大道北,78.83976283292222,113.261106,23.103063
东平,41.613114889888465,113.324347,23.256795
大金钟路,41.19058201306613,113.286073,23.168789
顺德碧桂园,29.33478858679678,113.292751,22.9276
石碁,25.80472452661442,113.444524,22.959211
石楼,30.899305948822356,113.491146,22.976908
市桥,35.14353117699033,113.372431,22.946066
市桥北,49.62391670481536,113.486115,22.806532
厦滘,65.7470907013093,113.325752,23.044093
桥南,38.42270621377972,113.378062,22.933749
祈福新村,47.53163229824058,113.338166,22.976751
万博,73.2909315494088,113.349203,23.013736
市桥东,40.63310626503274,113.374071,22.941761
沙湾,35.401420866272545,113.352979,22.913987
雅居乐,54.74929512185787,113.328415,23.130159
亚运城,39.85113836545825,113.483187,22.947451
钟村,44.532249719751356,113.323503,22.992278
星河湾,54.343868774847145,113.352636,23.032344
亚运大道中,43.960760826587396,113.470041,22.949946
白云大道南,63.80015628678975,113.279405,23.170339
番禺客运站,37.71492739175556,113.416112,22.942986
秀全街,26.999148362737994,113.171356,23.403629
南村,47.54265108441014,113.306134,23.288596
太平镇,24.582031477052798,113.49851,23.458453
鳌头镇,21.72361980902153,113.434277,23.623386
神岗镇,17.106265748614483,113.537276,23.492833
江浦街,19.470482043631378,113.598819,23.542454
赤草,18.59541588517359,113.565153,23.506812
莲花山,29.84223928111824,113.514626,22.984599
河滨北路,33.7182912792592,113.598859,23.552121
旧城区,15.389172103290386,113.401788,22.958789
新区,31.74457074818102,113.396186,23.016379
良口镇,29.565217391304348,113.741127,23.724611
温泉镇,19.880986018837504,113.658891,23.65494
旺城片区,15.210708200922637,113.579555,23.564582
洛溪,54.98315450966594,113.307519,23.049943
新城片区,18.991714726522666,113.214941,23.242699
南浦,55.36912604802028,113.292256,23.043165
番禺广场,39.68054801938465,113.391065,22.940882
会江,54.61016919998339,113.301073,23.01588
华南新城,40.1962172892989,113.35716,23.026875
国际创新城,51.01725575047254,113.625893,23.161371
大学城,81.70641957426176,113.396477,23.055674
东怡新区,55.401029226846155,113.398832,22.942063
铁路西,23.501817347160582,113.655891,23.263942
长洲岛,35.00005787639049,113.429548,23.074906
狮岭镇,24.18681512110743,113.178962,23.457135
大石,47.5500292270833,113.322169,23.020663
山前大道,17.14796356896092,113.455656,23.447274
炭步,17.308929052199026,113.114362,23.337172
广州南站,44.94456495406124,113.276094,22.99513
富豪山庄,49.538982513317556,113.354603,22.975207
官洲,47.20578749399682,113.382358,23.071952
汉溪长隆,68.89810413722114,113.331839,23.005809
华南碧桂园,49.593835856744185,113.354975,23.003488
金山谷,54.771395959006156,113.34789,22.976676
旧区,20.647406805256608,113.557882,23.324839
花山镇,23.245972359783032,113.27488,23.432433
镜湖大道,41.8165133208185,113.256687,23.374352
北兴镇,22.74547615711582,113.425422,23.432344
花城街,31.857301165885183,113.224025,23.410834
大岗镇,23.2810629195864,113.405392,22.811933
花东镇,23.992194011128095,113.332723,23.443053
赤坭镇,19.41747572815534,113.090413,23.390373
