ID,floor,rent
BJ1717127706862157824,18,67.16668532407925
BJ1717527698680578048,18,50.28494803888703
BJ1717533573386338304,28,80.37974683544304
BJ1717468978906923008,18,49.85507246376812
BJ1703296214973284352,8,46.15384615384615
BJ1715649033269149696,11,41.25
BJ1708716720320937984,6,58.69565217391305
BJ1718158917155946496,6,32.72727272727273
BJ1710529326073511936,8,57.83132530120482
BJ1700492871137755136,10,52.5
BJ1718904755419348992,6,51.11111111111112
BJ1705877634925199360,6,37.87878787878788
BJ1717124782891204608,6,38.57142857142857
BJ1711065050925498368,10,37.10299792223212
BJ1677956073476063232,6,41.26984126984127
BJ1717529625128599552,6,24.285714285714285
BJ1702976151091150848,6,40.69767441860465
BJ1676207524690264064,6,25.64102564102564
BJ1708370641649926144,6,41.1764705882353
BJ1685973422959493120,6,34.14634146341464
BJ1713811483126661120,6,42.96296296296296
BJ1677588173850411008,6,37.698642848857446
BJ1700454334833098752,15,46.66666666666666
BJ1695320776372125696,6,33.52579623766064
BJ1691801031752548352,6,29.05393136008716
BJ1680441261569343488,6,36.507936507936506
BJ1700459330337243136,18,46.66666666666666
BJ1701588320724713472,15,46.71857619577308
BJ1701834217547104256,15,46.66666666666666
BJ1703270130269552640,16,55.43478260869565
BJ1709931952108208128,11,57.142857142857146
BJ1710584577858207744,14,107.83783783783784
BJ1710654443613061120,15,47.19101123595506
BJ1683841299578355712,6,56.36449037106623
BJ1711047679707971584,18,67.41573033707866
BJ1694568203444813824,6,39.17179630665921
BJ1710658306470576128,15,47.19101123595506
BJ1712791799568793600,6,46.96969696969697
BJ1694553854915379200,5,38.62758463985458
BJ1711274785725480960,6,41.37931034482759
BJ1712099559385071616,15,67.82608695652173
BJ1656584676942282752,28,88.88888888888889
BJ1718556483412557824,6,50.0
BJ1709958444045303808,11,61.79540709812109
BJ1717907070889492480,8,52.17391304347826
BJ1718911841951809536,5,48.494129657988765
BJ1663388845569212416,9,44.16666666666666
BJ1709135150870167552,6,57.62081784386618
BJ1700101919273385984,6,51.42755807767335
BJ1701809830756352000,18,51.29257283545343
BJ1706254592880148480,24,51.76876617773942
BJ1711753509726060544,12,64.94746895893027
BJ1697966644489355264,12,100.0
BJ1718195532351930368,7,28.95828441731236
BJ1706978573035765760,6,51.795968922418645
BJ1694654651229536256,18,29.379360998898274
BJ1697126907742519296,26,50.66666666666666
BJ1712346701689257984,28,44.08602150537634
BJ1713788495136292864,18,57.33818502591245
BJ1671049915091910656,3,87.83783783783784
BJ1708471144870313984,12,51.47058823529412
BJ1714517618976620544,27,73.39449541284404
BJ1702545169712152576,6,52.3336537434583
BJ1717750963478986752,6,67.23442402510085
BJ1697154176879951872,18,60.58394160583941
BJ1708350267784691712,15,52.29194481530931
BJ1715600645911740416,10,69.56521739130434
BJ1700790473624387584,9,50.33809166040571
BJ1697064192902692864,18,62.31782088652126
BJ1703369534309662720,6,44.78681476173414
BJ1710847811542581248,26,44.44444444444444
BJ1710257901555154944,6,49.56103086944208
BJ1684485065100230656,6,43.45783415550857
BJ2904369086559961088,9,50.0
BJ1686345405903667200,24,53.20529457565533
BJ1692482599068368896,6,40.0173047804456
BJ1698551389971546112,15,60.869565217391305
BJ1717019604624080896,16,60.0
BJ1718283356107440128,23,62.264150943396224
BJ1718579098663518208,13,56.17977528089887
BJ1689268239361638400,15,75.26881720430107
BJ1716334172177432576,18,64.28571428571429
BJ1718544312410570752,28,57.96455244677294
BJ1705100242606620672,18,78.94736842105263
BJ1696077759954026496,13,90.9090909090909
BJ1693488705022459904,20,66.14694070399244
BJ1702960633210732544,6,61.3691672838853
BJ1612653982327504896,6,45.71428571428572
BJ1667458820525260800,18,47.95204795204796
BJ1715305161183723520,8,35.9957798051263
BJ1680875687038156800,6,54.285714285714285
BJ1705182467809345536,5,68.92095627826836
BJ1687709797001986048,18,46.09238963433371
BJ1689493147559657472,6,49.53271028037384
BJ1710649843967328256,6,75.3669178897263
BJ1692853077331148800,6,47.142857142857146
BJ1715240151392714752,15,46.71857619577308
BJ1693124467422658560,15,49.13580246913581
BJ1693106126444298240,15,49.13580246913581
BJ1693502874941652992,15,48.9432703003337
BJ1693503053514145792,18,48.9432703003337
BJ1709537247449055232,6,53.11443746982134
BJ1696776811184128000,15,44.44444444444444
BJ1697824081233051648,15,49.30720259642991
BJ1718244961041776640,28,98.3477576711251
BJ1700087654281904128,18,48.888888888888886
BJ1716683187645579264,4,53.66726296958856
BJ1709433994048700416,27,104.0
BJ1695728387542220800,28,68.0
BJ1702185784238407680,18,67.70833333333333
BJ1713514401320927232,28,110.0
BJ1711276356328751104,7,65.12839598064755
BJ1711966683201011712,18,44.99319870252172
BJ1680589787276247040,6,43.065693430656935
BJ1634493687062855680,4,54.54545454545455
BJ1717456720399171584,6,51.6828438169671
BJ1706618502019809280,28,68.0
BJ1662323627862786048,6,42.04545454545455
BJ1658681789729734656,7,92.96148738379814
BJ1669569116014379008,16,64.04494382022472
BJ1689603239831404544,25,72.0
BJ1695458313946267648,11,66.66666666666667
BJ1692881028802150400,6,53.07187190788882
BJ1690720953757073408,21,56.14973262032085
BJ1664951387173158912,5,40.22526146419952
BJ1674759385785565184,11,42.0
BJ1713029795211640832,18,60.43956043956044
BJ1702732806892814336,6,56.52173913043478
BJ1718592588660867072,18,67.04659738518271
BJ1673587793495851008,18,55.0
BJ1717127377256972288,6,45.34090909090909
BJ1717485501239263232,24,60.57692307692308
BJ1709863966970216448,9,55.12820512820513
BJ1703352299671257088,12,42.54255319148936
BJ1690909489240211456,6,44.5945945945946
BJ1679689916843294720,6,42.71037746739005
BJ1639933769949380608,6,52.30769230769231
BJ1688058213682905088,6,55.072463768115945
BJ1693264718346584064,18,41.65404422902151
BJ1716714137804865536,18,65.65656565656566
BJ1711658641578262528,9,50.65811304059286
BJ1702684135933345792,26,41.42197986577181
BJ1714548308942258176,26,72.72727272727273
BJ1705443001465044992,16,56.81818181818182
BJ1716341116581707776,13,66.66666666666667
BJ1696008013820723200,27,80.0
BJ1714911060579844096,20,64.28571428571429
BJ1680061267261259776,11,124.13793103448276
BJ1712767109039128576,6,73.60672975814933
BJ1704714598474579968,21,76.36363636363636
BJ1703260420824891392,6,46.51162790697674
BJ1682379844756701184,11,95.45454545454544
BJ1653340043701387264,11,75.0
BJ1712744616186347520,20,52.0
BJ1691699274724671488,6,46.62004662004662
BJ1693556285011656704,12,64.1891891891892
BJ1622213353805971456,27,86.44168146832445
BJ1649724366323187712,12,70.51282051282051
BJ1707674497185742848,12,71.9298245614035
BJ1705786432422936576,12,80.41237113402062
BJ1654007809320157184,5,46.51162790697674
BJ1698207635657981952,24,81.65137614678899
BJ1692813522825641984,12,82.06250427408877
BJ2840429353945268224,11,133.84615384615384
BJ1696746345659891712,12,61.86440677966102
BJ1675851547767996416,6,68.42105263157895
BJ1689656234568843264,21,54.32098765432099
BJ1677549826532704256,12,63.16666666666666
BJ1717463466031185920,27,68.13725490196079
BJ1689522461072162816,28,123.79914826185995
BJ1710634395557167104,28,67.94871794871794
BJ1693201065735880704,6,119.64285714285714
BJ1715216023352770560,27,113.86138613861388
BJ1701585777286184960,23,147.8599221789883
BJ1684418117373001728,6,104.85436893203884
BJ1714901763879862272,21,104.71204188481676
BJ1686927967587926016,28,142.29811454998222
BJ1704468219772796928,6,124.44444444444444
BJ1667483941021417472,18,106.4754454584963
BJ1694002056387362816,12,75.0
BJ1694922740353466368,18,108.31035840882237
BJ1714985562668007424,18,143.90243902439025
BJ1704153307951398912,22,112.78534692772716
BJ1718222296738430976,22,79.06976744186046
BJ1694928492094816256,24,126.39029322548028
BJ1712109516893454336,24,108.47107438016528
BJ1715329564596502528,24,124.24242424242424
BJ1703323512959139840,21,106.34920634920636
BJ1683696183215652864,28,106.3157894736842
BJ1701085959090601984,5,109.8360655737705
BJ1705542788147314688,12,132.38289205702648
BJ1623221299511820288,30,89.04341926729987
BJ1706649414174507008,20,122.26277372262774
BJ1676835227906867200,16,105.0
BJ1685229971032768512,6,136.47058823529412
BJ1699737358124974080,6,104.2654028436019
BJ1693922652353200128,24,113.63636363636364
BJ1710179172770381824,22,156.00624024961
BJ1695799996357541888,22,112.7480457005412
BJ1718145062933626880,12,133.3570412517781
BJ1717464673248346112,13,111.68232582875378
BJ1717823671331979264,28,97.96306068601584
BJ1711340323881353216,21,102.80678851174936
BJ1716789391273230336,21,135.0192884697814
BJ1655421184658898944,6,115.84387809659596
BJ1711777064262041600,22,174.35897435897436
BJ1657346470136774656,21,96.90873405299314
BJ1699072432238755840,6,103.43103448275862
BJ1689923582458593280,12,87.0528648306426
BJ1694568308042366976,12,68.41885690446392
BJ1712769409568735232,28,103.5940803382664
BJ1709145453339082752,22,109.6774193548387
BJ1717858327431479296,18,96.55172413793105
BJ1711046813668081664,6,104.83870967741936
BJ1692476141291438080,28,111.70212765957449
BJ1708097887340068864,6,117.62609160577438
BJ1710566195830194176,5,114.91228070175438
BJ1713149740880756736,18,94.00102546573235
BJ1694597022541152256,6,118.1818181818182
BJ1707377912014962688,21,88.4117461319861
BJ1707307229918527488,16,126.93156732891832
BJ1708819854695333888,6,111.731843575419
BJ1656991466276257792,6,120.73128665056916
BJ1697560258873917440,28,128.41987716359577
BJ1693558515672547328,24,110.76923076923076
BJ1693559726064795648,18,104.6153846153846
BJ1691351583998083072,28,102.9230135858378
BJ1700023314962972672,12,123.54152367879205
BJ1682697918986846208,16,106.55737704918032
BJ1679796543911100416,7,98.86363636363636
BJ1701520192942637056,14,101.79724796405505
BJ1679766555413446656,6,126.66666666666669
BJ1680130680803033088,6,101.2282359292752
BJ1644973228285755392,6,118.86792452830188
BJ1677508781015040000,21,114.66387105228672
BJ1689989365410824192,6,132.72727272727272
BJ1685896341105934336,16,115.70247933884298
BJ1686341078581510144,16,130.43478260869566
BJ1717178062900035584,16,74.35312778824229
BJ1716853657649020928,6,118.82532676964864
BJ1717198076600385536,30,122.9281767955801
BJ1717471154542739456,6,116.66666666666669
BJ1717546545001267200,28,94.44444444444444
BJ1649011025887887360,24,135.37798011261532
BJ1717526983576911872,20,108.45070422535213
BJ1717938317346996224,26,85.85858585858585
BJ1649011628353519616,24,134.84661197887405
BJ1695278091242307584,28,81.52173913043478
BJ1652631766608904192,3,116.93548387096774
BJ1653352784159834112,7,143.4762239400328
BJ1649035862052175872,14,99.44428195378768
BJ1704685805139656704,22,77.74936061381074
BJ1691354269543825408,14,80.0
BJ1609823350358540288,19,82.75862068965517
BJ1689996990751965184,6,100.27662517289072
BJ1715333455459385344,6,155.83150718285853
BJ1716689907532955648,22,143.79263301500683
BJ1717513886967529472,22,83.72978116079925
BJ1716828761753649152,18,153.84615384615387
BJ1710645030919602176,18,110.29411764705884
BJ1717534768607789056,6,133.13879263177094
BJ1717540605510287360,6,119.79960792855589
BJ1716484740065787904,19,118.5601799775028
BJ1716479333637292032,5,170.27027027027026
BJ1632700509376741376,10,113.79310344827586
BJ1661571977447473152,6,135.18258426966293
BJ1705863675593621504,6,128.57142857142858
BJ1660240424226258944,13,138.3801383801384
BJ1699732934669369344,6,133.33333333333334
BJ1712356510782193664,12,166.0126773317235
BJ1676568142073036800,13,118.03011803011805
BJ1712035586644115456,10,173.982869379015
BJ1704120934459244544,16,110.76650420912718
BJ1654109117591060480,6,122.58064516129032
BJ1666365649997266944,16,111.6279069767442
BJ1704350563149283328,12,126.34601579325196
BJ1689934210220949504,16,150.0
BJ1602213508055826432,10,148.0
BJ1705191879491977216,10,130.9090909090909
BJ1671391928110809088,6,147.05882352941177
BJ1712356115611648000,10,153.71477369769428
BJ1700079761973313536,13,132.6530612244898
BJ1675778985574793216,16,130.59701492537312
BJ1699031670813884416,12,122.30314690119556
BJ1700478692016259072,13,97.22222222222224
BJ1705559624771436544,6,88.54034910194788
BJ1688027029607284736,16,143.10344827586206
BJ1712382302455070720,13,132.47539742619227
BJ1707742958498873344,22,65.75857209957726
BJ1709889087940329472,16,112.90322580645162
BJ1702947861513109504,6,111.66945840312675
BJ1702895246339211264,20,140.0
BJ1687310192351379456,28,114.8936170212766
BJ1701109542932185088,6,126.1904761904762
BJ1695309801724051456,22,147.57878554957725
BJ1700056001765441536,12,131.69845594913716
BJ1663467340987105280,22,103.57403355215172
BJ1690341354741170176,27,105.26315789473684
BJ1717099497235939328,18,121.27659574468083
BJ1717121124766056448,18,119.40298507462688
BJ1696457784763088896,6,117.10996427153631
BJ1708479695592357888,22,107.331571994716
BJ1710180030581047296,10,93.44262295081968
BJ1682008520788017152,6,131.11111111111111
BJ1704411767678959616,18,81.13590263691682
BJ1699304433940168704,13,95.5471425996034
BJ1703707589998542848,6,118.6046511627907
BJ1682235823942008832,22,91.21313469139557
BJ1711596894678941696,8,93.41825902335457
BJ1677182588340404224,27,121.64948453608248
BJ1691777781832089600,20,95.3125
BJ1703685219506192384,18,92.6445816956766
BJ1715604933119574016,7,126.4195414613242
BJ1717767673686786048,20,142.82799428688023
BJ1717583045449482240,20,137.15455475946774
BJ1698904383967723520,12,147.6323119777159
BJ1682990913170702336,22,121.18274357731458
BJ1708371419135475712,6,114.28571428571428
BJ1694903767939416064,6,133.91826368044332
BJ1686977947640004608,6,97.03864815124643
BJ1696520607438471168,6,102.96467246582638
BJ1712474396355985408,5,100.58834693490226
BJ1695301627444985856,14,86.66666666666667
BJ1690681397632565248,18,89.70588235294117
BJ1622201040168288256,18,75.29411764705883
BJ1714534641374855168,6,107.8079059131003
BJ1696082441258663936,14,96.15384615384616
BJ1677661649630134272,6,91.72067995597408
BJ1717935338187390976,18,120.27027027027027
BJ1711290199746543616,5,136.0
BJ1702903427694067712,15,98.47806624888094
BJ1656612470409658368,6,96.81881051175657
BJ1694205820767567872,6,89.03074080295649
BJ1662028671977783296,18,87.14285714285714
BJ1710849069993164800,6,101.21457489878544
BJ1704771955539836928,9,104.83870967741936
BJ1717842790886408192,18,93.2625824087474
BJ1716028741370511360,18,100.0
BJ1672882459387101184,5,133.33333333333334
BJ1697191067318747136,3,134.2707875592012
BJ1697155545846251520,6,94.54545454545456
BJ1699995290196508672,6,135.69457221711133
BJ1676062227448201216,6,113.55932203389833
BJ1680425904792141824,6,94.9367088607595
BJ1697925969785913344,14,93.5483870967742
BJ1687011063888871424,18,93.49070936075728
BJ1648190854721961984,6,101.2292118582791
BJ1692024147271483392,17,115.19530840925752
BJ1691715680174342144,14,116.0
BJ1696833027331588096,16,97.01492537313432
BJ1717510532497408000,18,128.3422459893048
BJ1705037525061468160,18,94.12711182622688
BJ1714598220522323968,6,112.55411255411256
BJ1707060043322490880,18,90.56912469323362
BJ1717904391538737152,4,104.24422933730456
BJ1709491044271259648,16,91.42857142857144
BJ1718842389117796352,6,116.55011655011656
BJ1717437196245401600,6,166.66666666666666
BJ1717841302726377472,18,84.88372093023256
BJ1663415653077352448,5,134.48275862068965
BJ1709921430692429824,6,107.14285714285714
BJ1657617997004537856,5,122.10228278180854
BJ1698944451096870912,16,85.3932584269663
BJ1686213721015189504,6,88.23529411764706
BJ1703274727201570816,14,83.58208955223881
BJ1693121562451902464,18,86.95652173913044
BJ1704090393118769152,6,102.21465076660988
BJ1693553365541191680,6,100.0
BJ1693477549658603520,9,108.43373493975903
BJ1717517181912088576,5,104.01891252955082
BJ1717786203442380800,18,88.66666666666667
BJ1717847881047605248,5,121.66666666666669
BJ1677915665077370880,10,105.45454545454544
BJ1707346898987253760,6,118.6046511627907
BJ1717505755038351360,6,90.625
BJ1718500454897287168,6,86.44067796610169
BJ1711231429016289280,18,111.51079136690647
BJ1704697091344826368,14,80.0996796012816
BJ1627177264149954560,14,109.04684975767368
BJ1710570772243677184,5,128.57142857142858
BJ1691781008237527040,5,116.0
BJ1717163394647195648,7,87.22678965309807
BJ1680080484954013696,5,106.15711252653928
BJ1716775712603504640,6,96.36363636363636
BJ1717853908149207040,6,83.87096774193549
BJ1717451373995360256,6,95.1923076923077
BJ1709067369927671808,7,99.7804829375374
BJ1698627896140103680,5,124.0
BJ1698631621424447488,7,102.0
BJ1705071288743100416,5,100.4530234390388
BJ1693156315049754624,7,128.35472578763128
BJ1685273112192483328,5,82.45926512302923
BJ1714865841440292864,7,103.66275051831376
BJ1699304150753345536,7,114.06055578598092
BJ1704081631716835328,7,108.06317539484624
BJ1704011353989054464,7,110.41666666666669
BJ1669230916041441280,6,107.14285714285714
BJ1658443134683578368,7,107.2066706372841
BJ1658670973169172480,6,93.69052847313716
BJ1708341864941223936,8,100.91743119266054
BJ1677624787821658112,6,124.0
BJ1682712985409159168,5,105.45454545454544
BJ1694327437925548032,6,103.81275953189883
BJ1677318824031944704,8,95.87134683779186
BJ1643547568270999552,8,94.6969696969697
BJ1677578723504685056,7,108.33333333333331
BJ1686359333870239744,7,101.29969418960243
BJ1693515093297332224,6,125.0
BJ1678257608105918464,6,108.74025441116126
BJ1700438674929352704,6,114.50956757571193
BJ1700722954926555136,7,127.69353551476456
BJ1696033868601098240,7,100.0
BJ1673577393903632384,6,126.53061224489797
BJ1649355303772225536,7,120.26458208057728
BJ1692487938731933696,6,115.29592621060722
BJ1715582775400071168,5,104.10287813839558
BJ1692767361158873088,5,127.43362831858408
BJ1657677264432660480,5,108.47947929849936
BJ1701070555991506944,6,83.60655737704919
BJ1660970968937398272,12,92.0
BJ1695656571624751104,7,106.96458283812692
BJ1689870601025486848,5,140.0
BJ1717788522401759232,7,95.72307692307692
BJ1717744391717650432,5,119.19315403422983
BJ1704099854470348800,8,89.85879332477535
BJ1718200109893681152,7,90.0
BJ1692048609865891840,6,97.9468826521002
BJ2735494726164946944,7,91.75257731958764
BJ1641730958728101888,4,88.74689385871494
BJ1709053250981855232,6,106.08203677510608
BJ1703257554118770688,5,88.70967741935483
BJ1701084410100580352,6,126.9956458635704
BJ1701879581608247296,7,102.22222222222224
BJ1700362261266169856,4,93.8790837401427
BJ1696467889390878720,6,119.61722488038278
BJ1710870823738277888,6,130.99595453669815
BJ1661672992247119872,12,118.7904967602592
BJ1710890394264272896,5,103.17460317460318
BJ1702912779511398400,12,126.88984881209504
BJ1706963135908282368,6,134.93975903614458
BJ1707405326917042176,25,110.84268864572972
BJ1708847137443282944,6,131.17283950617283
BJ1709535237056233472,25,165.24373450839988
BJ1709952890317045760,27,112.93545304491356
BJ1710537759413764096,25,116.77160847166572
BJ1710322092408307712,25,102.8169014084507
BJ1717778735769321472,6,127.58620689655172
BJ1711274575645376512,25,138.63636363636363
BJ1717808891766505472,24,90.19607843137256
BJ1717813766311116800,25,69.51566951566952
BJ1717821869270237184,6,130.97713097713097
BJ1717846548424949760,25,120.0
BJ1717856468763410432,6,104.67882632831088
BJ1717940566370549760,20,129.6875
BJ1718144189620813824,5,99.13863156183974
BJ1718134136461328384,6,103.06444963583895
BJ1718167304304328704,28,89.28571428571429
BJ1718151084234506240,25,166.66666666666666
BJ1718163222550282240,6,96.91487643353256
BJ1718158522694238208,6,132.88233872916163
BJ1718154903114743808,24,83.96946564885496
BJ1718261964574031872,25,107.46685275645498
BJ1718221136388423680,6,125.997480050399
BJ1718194750646910976,6,102.52237591537836
BJ1718153683327254528,10,135.0
BJ1718941732055285760,6,150.0461680517082
BJ1713430419401080832,30,107.14285714285714
BJ1713872358785155072,6,130.43478260869566
BJ1715315030708191232,21,80.55555555555556
BJ1669675790024835072,6,132.78008298755185
BJ1672509589741895680,20,121.9047619047619
BJ1672229450705534976,6,129.45670628183362
BJ1673971126419587072,25,120.0
BJ1692737027658743808,20,110.76923076923076
BJ1694590563245883392,24,85.83333333333333
BJ1700121729294139392,26,91.66666666666669
BJ1700891634868158464,25,114.79792420191852
BJ1701580262300712960,6,127.86596119929452
BJ1701108556255723520,6,130.1040832666133
BJ1704025307184365568,31,90.1685218580934
BJ1715584784673013760,30,121.914050594331
BJ1716445611831590912,5,97.82608695652172
BJ1715999579565981696,30,97.78888466344326
BJ1704790376495185920,6,116.2079510703364
BJ1715765477097078784,6,102.65183917878528
BJ1716815178638557184,16,110.17047431288414
BJ1602892769712406528,27,145.56962025316454
BJ1653345509772886016,24,126.92213814986576
BJ1692910473340518400,6,120.96774193548389
BJ1692867712126025728,30,108.69565217391305
BJ1696018836748238848,6,116.07142857142856
BJ1688062547334266880,27,131.25
BJ1688808129195671552,6,132.20338983050848
BJ1696081277704208384,21,92.65787088327122
BJ1696381157664358400,25,121.21212121212122
BJ1696100283798519808,20,118.07882559438328
BJ1691380614885801984,22,90.57971014492752
BJ1697183016654209024,25,101.96560196560196
BJ1693615102529372160,6,153.1393568147014
BJ1691775827374505984,16,117.2022684310019
BJ1670396912525639680,6,87.6506495539208
BJ1670415368222408704,27,112.5
BJ1697544328559198208,14,88.88888888888889
BJ1693118476350128128,30,127.27272727272728
BJ1674276921250152448,7,90.0
BJ1693806251772739584,6,106.4679265371307
BJ1673973329263853568,27,136.71875
BJ1711241276541632512,6,97.48316199929104
BJ1691302256244162560,6,147.72727272727272
BJ1716041189351751680,5,116.47606946209234
BJ1703764629441740800,6,127.8772378516624
BJ1702915055663710208,25,115.3846153846154
BJ1713118010740310016,20,142.22222222222223
BJ1673993434957873152,25,75.0
BJ1703758071253172224,30,118.51851851851852
BJ1716361735566262272,6,130.9090909090909
BJ1717035026949865472,25,108.57142857142856
BJ1699481268829290496,25,106.66666666666669
BJ1714915268741824512,6,82.37986270022883
BJ1715660239283421184,25,115.16011989272756
BJ1711753211397799936,7,105.70824524312896
BJ1716753872724164608,6,129.1759465478842
BJ1697609754622296064,6,123.18220701454234
BJ1656273669841747968,30,102.04081632653062
BJ1694191314591023104,6,129.16666666666666
BJ1668168518639550464,27,99.33112582781456
BJ1710621177925337088,6,86.73026886383349
BJ1709201341819125760,18,83.92511297611362
BJ1705828465510449152,18,71.7458148274684
BJ1716375324930867200,30,137.5
BJ1717098634148839424,6,103.95010395010397
BJ2594312001023123456,20,181.97258279752515
BJ1701540940923011072,26,75.71288102261553
BJ1710248663613177856,10,140.9090909090909
BJ1717451299475161088,25,108.43373493975903
BJ1573976916552056832,22,170.73170731707316
BJ1704429162757881856,25,117.00680272108843
BJ1702222731107368960,16,106.66666666666669
BJ1704819235244474368,18,89.47973923047424
BJ1714127070092591104,16,131.4313191216541
BJ1713492547042541568,25,102.3529411764706
BJ1718628878060093440,6,122.58064516129032
BJ1686675392292716544,20,196.42857142857144
BJ1679374129389633536,27,104.9645390070922
BJ1697202797767819264,31,120.21940040574049
BJ1707751694491713536,25,104.4776119402985
BJ1657580983634886656,23,115.55555555555556
BJ1673973695187517440,27,152.94117647058823
BJ1663481493311193088,16,113.47517730496452
BJ1675786628800446464,6,112.06896551724138
BJ1676109022668783616,21,163.63636363636363
BJ1679342370283323392,12,104.16666666666669
BJ1673971718286213120,27,147.66686355581805
BJ1669711211123441664,15,113.20754716981132
BJ1672970154713022464,27,119.79068154593024
BJ1673903803419590656,6,114.82254697286012
BJ1564889162052534272,20,163.77532451777265
BJ1684081781424259072,20,170.37037037037038
BJ1676576354453159936,25,110.8433734939759
BJ1634508679392788480,30,100.0
BJ1627950572558614528,24,154.47154471544715
BJ1646893895067369472,30,118.01242236024844
BJ1645766689956036608,6,104.83870967741936
BJ1649378587909816320,24,124.37810945273633
BJ1651852875459985408,30,121.03746397694523
BJ1595626302553980928,15,175.0
BJ1651852089757794304,30,116.19592420450483
BJ1657316253213130752,30,97.34513274336284
BJ1606250622649106432,27,105.88235294117646
BJ1628391547835777024,27,111.11111111111111
BJ1661644945007575040,17,150.0
BJ1663858063620177920,27,120.40939193257074
BJ1670383912083259392,24,92.35405628736694
BJ1646490702969831424,25,101.2987012987013
BJ1645316969185935360,27,130.17751479289942
